,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
4627,4628,4,2,5,3,249,2,1,0,9,4568,0
9653,9654,4,2,5,5,266,10,0,0,2,5890,0
1319,1320,4,2,4,3,205,3,2,0,44,2291,1
8348,8349,0,1,6,1,278,4,2,1,6,1576,0
10868,10869,0,2,4,4,219,3,2,1,10,4947,0
5162,5163,0,2,3,3,273,2,2,0,7,5491,0
8840,8841,0,2,5,3,235,5,1,1,4,1990,0
9553,9554,4,2,3,1,189,4,1,0,4,4785,0
10280,10281,0,0,5,3,167,3,1,1,9,5026,0
7585,7586,4,2,5,5,260,3,2,1,8,4586,1
3475,3476,4,2,6,4,100,5,1,0,7,5668,1
3505,3506,4,2,4,4,222,2,1,1,5,5660,0
4749,4750,1,2,5,5,232,3,1,0,5,5338,0
2477,2478,4,0,5,2,209,4,2,1,15,3330,1
6693,6694,1,1,3,5,213,4,2,1,9,5550,1
8047,8048,4,2,6,5,301,5,1,1,8,1443,0
8559,8560,1,2,5,1,236,5,2,0,3,1699,0
4501,4502,4,1,4,2,173,2,2,1,2,5327,0
9213,9214,1,2,4,2,160,2,2,1,3,4304,1
10851,10852,1,2,5,1,241,4,2,1,7,5519,1
6336,6337,3,2,5,4,264,3,2,1,10,4025,1
8221,8222,4,0,4,5,232,3,1,0,8,5923,0
1874,1875,0,2,4,5,217,4,2,0,12,2217,1
9375,9376,1,2,4,1,233,6,2,0,2,5406,0
6904,6905,2,2,6,5,279,4,2,1,7,1300,0
10391,10392,4,1,4,3,180,3,2,1,4,5471,0
5096,5097,0,2,5,3,273,4,2,1,2,4186,1
2904,2905,3,2,3,4,236,4,2,0,43,2584,1
570,571,3,2,2,2,236,3,2,1,3,3416,1
1448,1449,0,2,5,3,177,3,1,0,1,1916,1
7252,7253,2,1,5,4,257,3,2,0,3,4895,1
7589,7590,4,2,4,4,172,4,2,1,7,4834,0
7711,7712,4,2,7,5,267,4,2,0,10,1067,0
8596,8597,2,2,3,5,240,3,1,0,6,5642,0
10124,10125,0,1,6,2,269,6,2,1,4,4423,0
5841,5842,1,2,6,3,259,4,1,0,3,4117,1
7985,7986,4,2,4,3,154,10,0,1,7,5317,0
3226,3227,2,2,4,2,271,3,2,1,4,4743,1
10721,10722,4,2,5,1,234,5,2,1,8,1837,0
7303,7304,4,2,5,1,248,3,1,0,2,4075,0
3978,3979,3,0,3,2,202,2,2,1,5,5135,1
4383,4384,1,0,3,3,150,2,2,1,3,5836,0
5834,5835,0,2,3,5,135,2,1,0,4,5275,1
8729,8730,4,2,4,4,239,3,2,1,6,5632,0
8450,8451,0,2,4,3,214,2,2,0,6,4345,0
3539,3540,4,1,3,3,242,3,1,0,8,4199,0
6926,6927,0,2,5,4,274,5,1,1,7,1371,1
9871,9872,4,0,3,3,214,2,2,0,9,4185,0
9796,9797,2,2,4,1,177,2,1,1,2,5911,0
7135,7136,4,0,4,4,153,3,1,1,5,4624,0
5681,5682,4,2,5,4,229,3,1,1,1,5660,0
2827,2828,4,2,6,2,131,5,2,0,5,1718,1
5780,5781,0,2,5,4,269,5,1,0,4,1537,1
3634,3635,2,2,3,3,225,4,1,1,10,5690,0
4996,4997,2,2,5,2,233,3,0,1,7,5323,1
1338,1339,3,2,3,3,144,3,1,1,1,1274,1
3262,3263,2,1,4,4,199,4,2,0,5,4194,0
7756,7757,2,2,7,3,272,4,2,1,7,1067,1
7302,7303,3,2,3,4,227,4,1,0,9,5465,0
5741,5742,4,1,4,2,149,2,2,1,8,5460,1
650,651,0,2,3,4,164,3,2,1,13,1158,1
6039,6040,1,0,6,1,242,5,1,0,5,1555,0
2902,2903,2,2,6,2,283,2,1,0,18,3077,1
2258,2259,0,2,3,2,256,4,1,0,18,2699,1
5395,5396,4,2,4,3,248,3,1,1,5,4781,1
9404,9405,0,2,6,1,283,5,1,0,5,1298,0
7434,7435,3,2,5,1,171,2,1,1,9,5252,0
3521,3522,4,2,2,2,190,2,2,1,7,4075,0
2730,2731,3,1,3,4,144,3,1,1,56,1496,1
10809,10810,1,1,4,2,220,6,2,1,10,1878,1
4478,4479,0,2,3,2,197,5,2,0,9,4291,1
5660,5661,0,2,4,4,152,2,2,0,5,5324,0
1596,1597,3,2,5,2,261,3,1,1,62,3352,1
67,68,4,2,3,3,158,3,1,0,6,1878,1
2584,2585,2,1,2,2,285,2,2,0,16,2223,1
6641,6642,4,2,5,5,135,2,1,0,1,4324,1
6281,6282,4,1,6,4,287,4,2,0,9,1936,1
3196,3197,2,2,5,2,206,4,1,1,5,1149,0
8750,8751,0,1,3,1,139,3,1,0,4,4666,0
5327,5328,4,1,3,2,254,2,2,0,10,5608,0
8746,8747,2,1,4,2,112,2,2,0,8,4599,0
6561,6562,1,1,6,2,161,4,1,0,9,1377,0
1258,1259,2,2,4,4,266,2,1,0,15,3425,1
6448,6449,2,0,3,4,150,2,1,0,6,5987,0
6350,6351,0,2,5,4,193,3,2,1,4,5873,0
9382,9383,2,2,3,5,144,3,2,0,9,5912,0
991,992,4,2,3,5,140,3,1,0,30,1035,1
3504,3505,3,2,2,4,173,2,1,1,1,4721,0
113,114,4,1,3,2,263,3,1,1,41,2817,1
919,920,4,2,3,2,160,10,2,1,25,1548,1
2509,2510,4,2,5,1,235,2,1,1,27,2451,1
10353,10354,1,2,3,2,196,6,1,1,6,5414,0
165,166,1,2,3,3,166,4,2,0,17,1498,1
6429,6430,1,1,5,1,203,3,1,0,2,4162,1
7838,7839,0,2,3,4,197,6,2,1,3,4890,1
4603,4604,4,2,3,4,164,6,2,0,4,5567,1
8037,8038,1,2,4,2,250,5,2,1,10,1026,1
9365,9366,4,2,4,5,219,3,1,0,1,5221,0
949,950,4,1,4,1,258,3,2,1,53,2428,1
4594,4595,2,2,4,5,245,3,2,0,2,5439,1
6973,6974,4,1,4,3,250,3,1,1,10,4316,0
3770,3771,0,2,3,5,157,3,1,1,7,5100,0
2506,2507,2,2,5,4,243,3,1,0,35,2899,1
5107,5108,4,2,6,1,257,4,2,0,3,5656,1
2850,2851,3,1,4,3,209,2,2,1,57,3741,1
6000,6001,3,2,4,5,239,6,1,1,4,1451,0
7889,7890,4,2,3,5,230,4,1,0,5,4450,1
10977,10978,1,2,5,4,232,5,2,0,4,1561,0
7051,7052,4,2,3,5,222,5,2,1,2,4027,1
9160,9161,2,1,4,3,274,5,1,0,3,1637,1
4446,4447,3,2,6,3,219,4,2,1,6,4885,1
5794,5795,2,2,5,4,179,6,2,0,8,4615,1
4460,4461,0,2,4,5,214,3,0,1,6,5646,0
9690,9691,3,2,5,4,221,5,1,0,8,1927,1
2505,2506,1,2,3,4,138,6,2,1,5,1853,1
1114,1115,2,2,5,2,178,3,2,1,60,1176,1
9243,9244,1,2,4,5,136,2,2,1,4,5923,1
298,299,2,2,4,2,147,4,2,1,52,1129,1
1675,1676,4,2,3,3,111,3,2,1,54,1712,1
3347,3348,4,2,4,2,270,2,0,0,3,4914,1
6170,6171,0,0,4,1,219,3,1,1,3,5223,1
2735,2736,4,0,5,1,272,3,2,1,27,2415,1
5669,5670,4,2,3,5,149,3,1,0,7,4357,0
10747,10748,4,2,4,2,232,5,2,0,3,1500,0
4988,4989,0,2,6,5,254,4,1,1,7,1674,0
9909,9910,1,2,6,2,245,4,1,0,9,1594,0
7087,7088,4,2,3,3,239,3,1,1,8,5366,1
7149,7150,1,2,5,5,235,5,2,1,9,1032,1
4325,4326,4,2,2,3,157,4,1,1,3,1203,1
10152,10153,3,0,4,1,274,6,1,1,8,1141,1
7191,7192,1,2,6,3,284,4,2,1,4,1652,1
4550,4551,0,2,4,3,149,3,2,0,1,1448,1
6576,6577,3,0,6,5,260,4,1,0,2,1221,0
7649,7650,4,1,5,1,265,4,1,0,2,5416,1
8825,8826,4,2,2,1,258,5,1,1,10,1221,1
2103,2104,1,2,3,1,231,3,2,0,33,2755,1
5336,5337,0,1,6,3,233,3,2,0,9,4293,1
7819,7820,4,0,5,4,266,6,2,0,7,4486,0
3759,3760,1,2,2,3,230,3,1,0,4,5127,0
8615,8616,4,1,4,5,239,5,1,1,7,1380,0
1837,1838,4,2,4,5,217,4,2,1,37,2128,1
8859,8860,1,2,5,1,242,5,1,0,8,1815,0
9609,9610,1,2,4,3,231,3,2,0,8,5069,1
10411,10412,4,0,5,1,245,5,1,0,7,1092,0
5710,5711,2,2,4,1,134,3,2,1,7,4933,1
607,608,4,2,3,1,167,2,0,0,34,1967,1
7336,7337,2,2,3,3,268,2,0,0,5,5195,0
1093,1094,4,0,2,5,216,2,2,0,57,3807,1
6623,6624,4,2,3,4,160,4,2,1,9,4733,1
10205,10206,4,2,5,2,234,5,2,1,6,1703,0
9875,9876,4,0,5,1,137,5,1,0,8,4584,0
4487,4488,4,2,6,4,210,5,2,1,2,4651,0
160,161,2,2,2,2,112,4,2,1,56,1138,1
203,204,4,2,5,3,161,5,0,1,48,1883,1
3940,3941,2,2,3,5,267,2,2,1,4,4703,0
10930,10931,2,2,4,4,253,5,1,0,2,1709,0
6103,6104,4,2,3,3,133,3,1,1,5,5937,0
4933,4934,4,0,5,4,200,3,2,0,8,5206,1
2934,2935,3,2,4,3,135,3,1,0,15,1008,1
1814,1815,0,2,5,4,260,3,1,1,43,2143,1
2435,2436,4,2,3,2,207,2,2,0,37,2460,1
1230,1231,3,0,5,4,212,6,2,0,5,2041,1
9559,9560,4,2,4,3,173,3,2,1,5,5331,1
3046,3047,2,2,5,2,225,3,2,1,1,2049,1
5705,5706,4,2,4,5,164,3,0,1,3,4454,0
10628,10629,0,2,3,3,228,2,1,1,5,4470,0
10299,10300,1,2,6,4,221,5,1,1,9,4360,0
9996,9997,3,0,3,1,265,3,2,0,10,4244,0
7780,7781,2,2,2,3,219,4,1,0,9,4086,0
4251,4252,1,0,4,2,266,3,2,1,4,4197,1
6111,6112,1,2,5,4,268,3,1,0,3,5320,1
10472,10473,0,2,5,3,221,5,1,0,8,1109,0
6204,6205,3,2,5,4,216,4,2,0,8,5878,1
3293,3294,4,0,5,2,257,4,2,1,9,5088,0
4034,4035,0,2,5,4,227,2,2,1,3,5904,0
2725,2726,4,1,4,3,253,3,0,0,18,2849,1
4290,4291,3,2,4,4,211,4,2,1,8,4747,1
4334,4335,0,2,5,2,152,3,1,0,2,4172,0
7211,7212,4,2,7,5,299,4,1,1,4,1052,1
3877,3878,4,2,4,3,250,6,2,1,7,5115,1
6205,6206,4,2,3,2,126,10,1,1,3,4073,1
8188,8189,2,2,5,5,172,2,1,1,5,5791,0
6865,6866,4,0,6,3,266,4,1,0,9,1876,0
4753,4754,4,2,6,2,247,4,1,1,10,1556,0
4886,4887,0,2,4,2,160,2,0,0,5,4343,0
857,858,4,2,5,2,239,5,2,1,24,2472,1
370,371,2,2,4,3,169,2,1,1,2,1399,1
9217,9218,4,2,4,5,200,4,2,0,2,4947,0
2561,2562,4,2,5,2,133,10,2,1,53,1674,1
3801,3802,1,2,5,2,189,3,1,0,1,5965,0
2640,2641,3,2,4,5,137,2,2,0,14,1796,1
5455,5456,4,1,3,5,256,2,2,0,9,5750,0
6829,6830,4,1,5,4,267,5,1,1,9,1017,0
4490,4491,0,2,2,5,166,4,2,0,3,4638,0
2347,2348,4,2,5,1,153,2,1,0,55,1414,1
649,650,4,2,5,4,162,2,1,0,54,1635,1
2781,2782,1,2,4,4,138,7,2,1,65,1530,1
10699,10700,4,0,4,4,255,6,1,0,9,1322,0
9407,9408,4,2,7,3,244,4,2,1,10,1629,0
9562,9563,2,2,4,4,237,3,2,1,2,4760,0
5944,5945,2,2,2,5,286,6,2,0,5,5490,0
10109,10110,4,2,2,3,216,3,0,1,9,4032,1
615,616,1,2,4,1,177,4,2,0,33,1049,1
9295,9296,4,1,3,5,263,3,2,1,1,4645,0
2575,2576,4,2,5,5,157,4,2,1,60,1407,1
53,54,4,2,2,1,170,3,1,1,41,1128,1
7566,7567,3,2,4,3,261,4,2,1,9,5116,1
3340,3341,2,2,4,3,186,2,1,1,7,4947,1
8374,8375,2,2,4,1,145,3,2,1,8,4915,0
1705,1706,4,2,3,2,262,3,1,1,54,3150,1
9977,9978,4,1,3,2,256,2,1,0,7,5725,1
10847,10848,4,2,4,1,169,2,1,1,2,5702,1
1493,1494,4,1,4,5,153,3,1,1,10,1183,1
5876,5877,0,1,4,3,203,4,1,0,1,5274,0
10960,10961,2,0,4,4,258,3,2,1,4,4578,0
6870,6871,3,2,6,3,260,4,1,0,10,1140,0
803,804,4,1,4,4,224,3,2,1,9,2952,1
4953,4954,1,2,3,3,181,3,2,0,3,5620,1
1812,1813,3,2,4,2,185,2,2,1,4,2212,1
8412,8413,3,2,4,4,273,2,1,1,1,5759,1
990,991,3,2,3,2,234,3,2,1,33,2789,1
2774,2775,0,2,3,1,150,3,1,0,43,1831,1
9916,9917,2,2,6,2,298,4,1,1,2,1648,0
7794,7795,3,1,4,2,209,2,2,1,3,5607,0
3513,3514,1,2,3,2,262,4,1,1,1,4745,1
6684,6685,3,2,4,3,150,2,0,0,8,4965,1
9246,9247,3,2,4,5,209,3,2,0,4,4809,0
219,220,1,2,3,5,270,3,1,1,60,3885,1
6762,6763,3,2,2,1,277,6,1,1,10,4165,0
1288,1289,2,2,3,4,222,3,2,1,57,2714,1
3163,3164,4,0,5,2,160,3,0,1,1,5834,0
4678,4679,2,2,5,4,210,3,2,0,6,5102,0
2618,2619,0,0,4,2,187,2,1,1,54,2191,1
3612,3613,3,2,4,1,248,2,2,1,4,5783,0
43,44,4,2,3,1,174,2,1,1,44,1556,1
8823,8824,1,2,6,2,305,4,1,0,9,1567,0
7942,7943,2,0,4,4,269,10,0,0,3,4488,0
3792,3793,3,2,4,1,180,3,1,0,1,5677,0
3571,3572,4,0,3,4,217,3,1,0,5,4077,0
10978,10979,2,2,4,1,253,5,1,0,2,1362,0
1503,1504,1,0,5,2,200,2,1,0,2,2075,1
6779,6780,4,2,4,4,273,3,1,0,3,5749,1
10813,10814,4,1,4,3,207,3,2,0,5,4847,1
3439,3440,4,0,4,5,259,3,2,1,10,4921,1
1892,1893,0,1,5,1,247,10,2,0,57,2377,1
10609,10610,4,2,4,4,233,2,0,0,1,5320,0
10266,10267,3,1,3,4,138,5,2,0,5,5690,0
5255,5256,4,2,7,2,310,4,1,1,4,1806,0
1955,1956,4,2,6,5,275,5,2,1,51,3569,1
5167,5168,4,2,2,5,195,3,1,1,3,5785,0
4814,4815,0,2,7,3,286,4,1,0,3,1670,0
7613,7614,4,2,5,4,131,6,1,1,8,4005,1
6460,6461,2,2,6,1,196,4,2,0,2,5844,0
1505,1506,4,0,4,2,229,4,1,0,32,3518,1
670,671,2,1,4,3,244,3,2,1,1,3982,1
6491,6492,4,2,6,4,251,4,1,0,10,1568,1
9814,9815,2,2,4,4,131,3,2,0,10,4625,0
1085,1086,4,1,3,1,228,2,1,1,45,2257,1
897,898,1,2,3,4,135,3,1,1,22,1378,1
7507,7508,4,2,5,2,248,5,2,0,9,1973,0
6239,6240,4,2,3,4,175,3,2,1,10,4771,1
2666,2667,0,2,3,2,138,3,1,1,49,1923,1
3193,3194,4,2,3,3,129,3,0,1,7,5197,1
2890,2891,2,0,4,5,187,5,2,1,16,3781,1
6003,6004,1,1,6,5,295,4,2,1,2,1981,0
8422,8423,2,2,5,2,208,3,1,1,6,4744,1
10179,10180,1,2,7,2,254,4,1,1,6,1006,0
2621,2622,4,2,3,1,254,2,1,1,56,3463,1
6202,6203,2,2,4,2,252,3,2,1,8,4262,1
7680,7681,3,0,4,3,173,3,2,0,2,4351,0
7488,7489,3,2,5,5,250,4,2,0,8,1247,1
7243,7244,4,1,4,4,190,2,1,1,2,4460,0
5813,5814,4,2,4,5,274,3,2,1,5,4773,0
2,3,0,0,2,2,183,4,1,1,48,3374,1
5970,5971,3,2,4,5,271,4,1,1,6,5078,0
2370,2371,3,2,4,4,161,4,1,0,14,1194,1
3804,3805,3,2,3,3,157,3,1,1,9,5807,1
1769,1770,4,1,4,5,263,3,2,0,32,3723,1
9362,9363,0,2,6,1,264,4,1,1,9,1243,0
9984,9985,3,1,6,3,235,3,1,0,7,4829,1
6079,6080,4,2,2,5,167,3,2,1,8,4605,0
531,532,1,1,2,4,179,2,1,0,19,1900,1
9500,9501,0,2,4,2,201,3,2,0,4,4613,0
9529,9530,4,2,3,1,266,3,1,1,6,4010,0
6476,6477,0,2,3,2,261,8,1,0,3,5171,0
9781,9782,4,2,3,3,168,2,1,1,1,5097,1
7384,7385,2,1,3,3,275,4,2,1,2,4086,1
3120,3121,3,2,3,5,238,2,2,0,34,2726,1
9937,9938,4,2,7,1,310,4,2,0,8,1601,1
6259,6260,4,2,6,3,306,4,1,1,10,1372,1
731,732,4,2,6,5,113,3,0,0,35,1402,1
3406,3407,2,1,3,2,272,3,1,1,2,4459,1
2339,2340,4,0,5,1,198,2,2,0,37,3025,1
5991,5992,1,2,2,1,241,3,2,0,5,5697,1
6328,6329,2,2,5,5,137,2,1,1,8,5111,1
7256,7257,0,0,5,4,154,2,2,1,10,5670,0
9260,9261,0,2,3,5,204,2,1,0,1,4025,1
2565,2566,1,2,3,2,198,3,1,1,15,3250,1
2581,2582,4,1,4,3,162,2,2,0,58,1708,1
9016,9017,2,1,6,3,127,3,2,0,7,5574,1
8165,8166,4,2,3,4,285,3,1,1,9,4768,1
9399,9400,1,2,5,4,226,6,1,1,1,1327,0
10564,10565,2,0,3,2,207,2,2,0,10,4070,1
7267,7268,4,0,5,4,233,3,1,1,6,4275,1
9887,9888,4,2,5,2,243,5,2,0,4,1385,0
1255,1256,4,2,4,5,196,3,2,1,16,3722,1
2104,2105,2,2,5,5,248,3,2,0,9,3873,1
9628,9629,2,2,6,1,286,4,2,1,10,1177,1
8140,8141,2,2,3,2,178,2,2,0,2,4122,0
9648,9649,3,2,4,3,149,3,2,0,5,4031,0
10075,10076,4,2,4,4,221,4,1,0,2,5595,1
4994,4995,0,2,3,3,269,3,0,0,6,4260,1
9881,9882,4,2,5,4,267,5,1,1,9,1113,0
8261,8262,4,2,4,2,237,5,1,1,6,1734,1
5057,5058,4,1,4,2,174,3,1,0,3,5920,0
7116,7117,3,1,4,3,192,4,0,0,1,5669,1
4434,4435,3,2,3,3,171,4,1,1,8,4502,0
3484,3485,2,2,4,4,223,4,1,1,1,4219,0
10451,10452,4,2,5,5,248,5,2,0,1,1945,1
5318,5319,0,1,6,4,143,4,2,1,4,4401,0
3816,3817,3,1,4,4,157,2,2,1,8,5398,0
6975,6976,1,1,4,1,137,2,1,1,3,4657,0
9810,9811,3,2,3,1,232,2,1,0,3,4562,1
2546,2547,0,2,3,5,190,10,2,1,32,2931,1
9010,9011,2,2,4,2,210,3,1,1,8,5672,1
6479,6480,4,2,4,4,142,10,0,0,7,4624,0
1621,1622,4,1,5,2,260,2,0,1,58,2018,1
10373,10374,4,2,3,5,143,2,1,1,8,4754,1
7663,7664,4,1,3,1,252,2,1,1,9,5050,0
7588,7589,2,2,3,1,220,4,2,1,7,5894,1
9809,9810,4,2,2,4,246,2,1,1,10,5337,1
1096,1097,2,0,5,2,265,3,1,0,12,2892,1
8144,8145,0,2,4,5,266,3,2,0,2,4867,0
10133,10134,4,0,3,1,250,3,2,0,8,5509,0
10439,10440,4,2,2,5,235,3,0,0,10,5775,1
5499,5500,1,2,6,4,256,4,1,0,9,1676,0
2463,2464,1,0,5,5,216,6,1,1,54,2075,1
9738,9739,3,0,4,1,161,3,1,1,1,4789,0
3700,3701,2,0,3,4,183,3,1,0,1,5959,1
1788,1789,3,0,4,1,242,3,2,0,35,3556,1
250,251,2,1,2,3,155,3,1,0,45,1639,1
6314,6315,0,0,5,1,303,5,2,0,9,1203,0
10259,10260,4,1,3,4,160,4,1,1,1,5341,0
7523,7524,4,1,4,1,252,3,1,1,4,5119,1
10488,10489,3,2,5,1,143,3,2,0,3,4907,1
192,193,3,2,2,4,140,3,1,0,7,1411,1
820,821,2,0,3,1,186,3,2,0,11,3800,1
10599,10600,1,2,3,1,226,3,2,0,8,5000,0
6959,6960,4,2,5,3,206,3,1,0,1,4645,0
8471,8472,4,1,4,5,248,2,2,1,4,4789,1
9713,9714,4,1,4,2,247,5,1,1,10,1515,0
4400,4401,0,0,4,3,255,6,1,1,3,4278,1
8379,8380,1,2,4,1,200,3,2,0,5,4120,1
5388,5389,3,2,3,3,211,4,1,1,7,4733,0
4166,4167,0,2,5,2,179,3,1,1,7,5496,0
7039,7040,4,2,3,3,182,3,1,0,5,5914,0
4951,4952,4,2,5,4,250,2,1,0,10,4277,0
2687,2688,4,2,3,4,208,3,2,0,23,2100,1
4390,4391,2,0,3,3,175,2,2,1,2,4814,0
7132,7133,2,0,3,1,266,7,1,1,5,4102,1
10998,10999,3,2,2,5,155,5,1,0,6,1639,0
4927,4928,4,0,5,5,137,4,1,1,4,5888,0
8191,8192,4,2,5,2,224,3,0,1,4,4271,0
5552,5553,0,2,3,5,143,2,1,0,6,4253,0
2607,2608,1,0,3,2,218,3,2,0,52,2149,1
8624,8625,0,1,5,3,245,5,1,1,8,1471,0
238,239,2,2,2,3,140,3,1,0,23,1372,1
4015,4016,4,2,2,5,116,3,1,0,1,4091,1
10198,10199,2,2,5,5,239,6,1,1,1,1384,0
2977,2978,4,2,3,4,212,8,1,0,34,2750,1
6957,6958,1,2,5,2,246,3,1,1,2,4054,1
7965,7966,1,2,5,4,223,3,2,1,7,5738,0
7403,7404,4,0,4,3,226,6,2,1,10,1174,0
5473,5474,4,1,4,5,266,3,2,1,8,4889,0
945,946,1,1,2,2,163,3,2,1,35,1547,1
7791,7792,1,1,4,1,237,3,2,0,8,5668,1
8745,8746,1,1,3,2,260,2,1,1,7,5553,1
5097,5098,1,2,5,4,202,5,1,0,6,5230,1
9963,9964,1,2,7,3,306,4,1,1,2,1790,1
6055,6056,4,2,2,3,185,3,2,0,7,4246,0
6473,6474,4,2,3,4,216,8,2,0,8,4616,0
8237,8238,4,2,6,1,217,4,2,1,3,5571,0
7070,7071,0,2,4,3,248,6,2,1,5,4212,0
3552,3553,3,1,2,1,154,3,2,0,4,5100,0
10966,10967,2,0,5,5,246,5,1,0,6,1300,0
3360,3361,3,2,2,5,209,5,2,0,10,4623,1
7786,7787,2,1,5,4,222,3,1,1,1,4834,1
5628,5629,3,0,5,4,135,2,1,1,5,5834,0
2410,2411,2,2,4,1,274,4,2,1,57,3332,1
5783,5784,4,2,4,3,249,5,1,0,3,1012,1
4507,4508,4,1,6,1,174,10,2,0,1,5784,1
9309,9310,1,1,5,1,274,2,0,0,8,4647,1
3982,3983,2,0,3,2,224,3,2,1,1,5343,1
7077,7078,1,2,4,1,192,4,0,1,5,4142,1
146,147,0,0,3,5,191,3,1,1,23,3750,1
8089,8090,4,0,3,5,262,2,2,0,7,4422,1
2294,2295,0,2,4,5,155,4,0,0,54,1408,1
2253,2254,1,2,3,5,134,3,2,1,38,1169,1
3611,3612,4,2,2,1,100,3,1,1,1,5776,1
5353,5354,4,0,4,3,167,3,2,0,1,4621,1
1736,1737,0,2,6,1,278,2,2,0,12,2112,1
9660,9661,3,2,5,1,238,6,1,0,9,1192,0
8733,8734,1,2,4,5,142,2,2,1,10,5428,1
114,115,3,1,3,5,168,2,0,1,50,1616,1
10267,10268,4,1,4,4,173,3,1,1,10,4616,0
6126,6127,3,2,3,4,240,3,2,1,8,4410,0
6890,6891,0,2,6,3,247,4,2,1,3,1903,0
10432,10433,2,2,3,3,241,3,2,0,10,5275,1
498,499,3,2,5,5,271,2,1,1,27,3957,1
6559,6560,4,1,7,1,250,4,1,1,9,1890,1
6378,6379,3,2,4,4,174,2,2,0,2,5892,0
4733,4734,4,2,3,5,265,3,2,0,8,5980,0
720,721,3,2,5,3,170,3,1,0,12,1018,1
4384,4385,2,0,3,3,134,2,0,1,1,5646,0
9747,9748,1,2,5,4,164,3,1,1,9,5135,1
7447,7448,4,2,4,1,152,7,1,0,5,5325,1
7448,7449,0,2,4,5,223,5,2,1,4,4704,0
3089,3090,4,2,4,5,219,3,2,1,27,3684,1
8484,8485,3,1,6,3,113,2,2,0,4,5130,1
484,485,2,2,4,3,186,7,2,0,30,2062,1
10915,10916,4,2,4,4,220,10,2,0,7,4598,0
596,597,0,2,4,3,230,3,1,0,62,2236,1
10010,10011,0,0,5,5,105,4,1,1,6,5135,1
7406,7407,0,0,7,5,289,4,1,1,10,1385,0
7360,7361,2,2,4,4,145,3,0,1,2,5665,0
5164,5165,2,2,4,2,166,3,2,0,8,4758,0
10068,10069,3,2,2,1,140,2,2,0,8,4965,0
1647,1648,1,0,4,4,198,2,2,1,64,3787,1
10302,10303,3,2,3,2,161,3,2,1,2,4174,1
10578,10579,3,2,4,4,160,3,1,1,1,4770,0
2700,2701,3,2,3,5,225,2,1,0,56,2596,1
8600,8601,0,2,6,5,287,4,1,1,8,1465,0
1700,1701,0,2,3,3,193,2,1,0,60,2581,1
9853,9854,4,1,4,3,250,6,2,1,2,4246,0
5404,5405,2,2,4,3,190,4,2,1,4,4102,1
8480,8481,0,1,5,5,176,3,2,0,8,5335,1
7212,7213,3,2,6,2,280,4,1,1,10,1866,1
2942,2943,0,2,3,3,148,2,1,1,39,1402,1
6557,6558,4,1,6,2,246,4,2,0,7,1297,1
7293,7294,1,2,4,4,231,5,1,0,6,5482,0
6219,6220,1,2,6,5,258,4,1,1,5,1966,1
9582,9583,3,1,5,5,184,2,2,1,9,4649,1
86,87,0,2,4,1,185,2,1,1,44,2910,1
2308,2309,2,1,3,2,268,3,1,1,30,2867,1
2677,2678,4,2,5,2,168,3,1,0,50,1486,1
9045,9046,1,0,4,2,199,3,1,1,4,4070,0
9024,9025,3,1,4,2,253,5,1,0,3,4676,1
2594,2595,0,1,4,1,274,4,2,1,61,3402,1
7834,7835,2,2,4,3,234,3,2,0,9,4868,1
1029,1030,1,2,3,1,229,2,2,0,12,3111,1
136,137,2,0,3,3,189,4,2,0,51,2208,1
1236,1237,3,0,3,1,231,6,2,0,64,3627,1
6240,6241,3,2,5,4,280,4,1,1,10,5156,0
7460,7461,0,2,7,2,289,4,1,1,5,1918,1
2854,2855,2,1,3,4,261,2,2,0,52,3340,1
4409,4410,4,2,3,4,111,5,2,0,1,4102,0
1200,1201,3,2,4,2,238,3,1,0,28,1915,1
6121,6122,4,2,5,5,236,2,2,1,2,5210,0
4717,4718,4,2,3,2,279,3,2,0,6,4560,0
10477,10478,4,2,5,1,248,5,1,1,3,1642,1
10880,10881,0,2,3,4,148,3,1,1,1,4387,0
566,567,0,2,3,1,163,4,1,0,20,1940,1
8731,8732,4,2,5,2,238,2,1,1,5,5703,0
5933,5934,4,2,3,1,183,2,2,0,10,4598,0
5430,5431,3,2,5,3,195,4,1,0,9,5577,0
5868,5869,3,1,3,3,145,3,2,1,1,5709,0
6296,6297,0,1,4,3,246,6,1,0,10,1176,0
3927,3928,1,2,3,1,227,3,1,1,10,4305,1
6195,6196,1,2,4,3,210,3,1,1,9,5556,0
7362,7363,3,2,4,3,203,2,2,0,7,4185,0
8693,8694,4,2,6,2,164,4,1,1,6,5264,0
6902,6903,0,2,5,2,254,5,0,1,6,1491,1
7995,7996,1,2,4,1,201,8,2,1,4,4295,0
8794,8795,2,2,3,5,188,4,2,1,3,4033,0
7952,7953,0,0,6,5,276,4,1,1,9,1319,0
9820,9821,2,2,4,2,161,2,0,0,8,5654,1
9156,9157,3,1,6,2,257,4,1,0,5,1565,1
2330,2331,0,0,3,4,179,2,1,1,51,1041,1
3515,3516,4,2,5,4,178,2,1,0,4,5307,0
2187,2188,1,0,4,5,155,2,2,1,41,1367,1
195,196,1,2,2,5,140,3,1,0,30,1030,1
9322,9323,2,0,5,2,159,3,1,1,5,4930,0
