,GpsProvider,Market/Regular ,vehicle_no,Origin_Location,Destination_Location,Planned_ETA,ontime,OriginLocation_Code,DestinationLocation_Code,trip_start_date,TRANSPORTATION_DISTANCE_IN_KM,vehicleType,customerID,supplierID,Material Shipped,Org_lat,Org_lon,Des_lat,Des_lon
3990,3,0,969,20,119,189,0.0,129,167,171,148.0,34,15,35,169,23.67348,86.129379,23.250966,85.241196
4475,3,0,1523,130,240,174,0.0,113,187,158,30.0,36,15,26,364,23.52526791608896,87.26442434857088,22.593220982761597,88.47223261629908
3500,3,0,1037,20,119,109,0.0,140,167,98,148.0,36,15,35,77,23.67348,86.129379,23.250966,85.241196
2317,3,0,499,4,332,310,0.0,41,40,281,2419.0,9,18,218,91,12.722686,77.676518,30.334607,78.025337
4587,3,0,1372,65,368,165,0.0,127,281,150,65.0,34,15,77,578,16.560192249175344,80.79229309159955,17.556417,78.099421
247,3,0,1328,140,84,356,0.0,8,104,324,525.0,20,20,146,17,9.973636,78.281783,12.223062,76.690357
2768,5,0,347,56,174,311,1.0,29,87,280,1000.0,32,7,116,364,28.373519,76.835337,22.961777,72.094219
2348,3,0,701,54,334,299,0.0,19,397,268,1199.0,11,16,121,444,13.087428,80.184717,18.750621,73.87719
3401,3,0,1075,43,122,232,0.0,127,215,209,30.0,36,15,41,77,16.560192249175344,80.79229309159955,20.739741724979798,86.11676944223885
2080,3,0,126,105,19,327,0.0,48,35,298,2098.0,31,28,172,285,13.025282,77.510345,28.296532,77.419993
3661,3,0,1476,67,99,113,0.0,139,243,101,377.0,34,15,26,364,22.601673,88.137679,24.831793,87.261833
4194,3,0,768,37,161,180,0.0,76,335,162,360.15,36,15,26,444,18.970774,72.808712,21.606548,73.009534
1999,3,0,1374,65,182,304,1.0,151,255,275,70.0,34,15,218,784,17.46628393767336,78.21574685358303,17.580422,78.207737
4720,3,0,1433,113,75,157,0.0,106,173,142,43.0,34,15,95,364,26.19229040350968,91.75127677536251,28.553524,77.573405
116,3,0,338,49,74,356,0.0,30,83,323,950.0,32,10,110,570,28.430086,77.017841,23.442055,72.150343
5088,3,0,515,32,252,107,0.0,106,240,97,64.0,36,15,88,633,26.19229040350968,91.75127677536251,28.512783,77.036893
5210,3,0,1523,130,107,145,0.0,141,287,130,210.0,36,15,26,578,22.718758976165876,88.27503623135681,23.081873,87.03741
5860,25,0,1482,67,109,16,1.0,127,143,15,317.0,36,15,26,379,16.560192249175344,80.79229309159955,23.35860431682213,86.40052442370862
2666,22,0,1355,108,334,314,0.0,16,397,283,1200.0,29,5,105,303,12.930429,79.931163,18.750621,73.87719
3196,3,0,252,95,79,253,0.0,110,362,230,25.0,34,15,78,784,28.542809,77.280521,28.589657,77.254884
4435,3,0,864,20,187,166,0.0,129,301,150,129.0,34,15,35,682,23.67348,86.129379,22.85525,86.220932
3475,3,0,632,82,8,136,0.0,127,159,122,49.0,36,15,26,77,16.560192249175344,80.79229309159955,12.777874729699617,77.64227553734709
3564,3,0,1495,130,164,225,0.0,127,217,203,51.0,34,15,26,602,16.560192249175344,80.79229309159955,22.95210237429815,88.45701479607611
5001,3,0,160,23,123,133,0.0,127,128,119,150.0,34,15,82,466,16.560192249175344,80.79229309159955,24.176119,72.449485
4901,10,0,591,111,36,157,0.0,112,237,142,31.0,34,15,27,271,13.007503209603689,77.66509885593489,13.199089183304451,77.70855423495904
4536,3,0,1417,113,151,170,0.0,111,171,154,33.0,34,15,95,364,28.658633,77.438643,28.430237,77.859596
1550,3,0,422,125,342,334,0.0,97,50,306,1178.0,32,6,132,810,18.750621,73.87719,27.236458,75.91729
5203,3,0,191,23,235,149,0.0,133,246,134,25.0,34,15,92,578,22.917969,72.413979,22.926025,72.484986
1939,3,0,1371,89,278,326,1.0,130,138,298,109.0,34,15,38,77,26.185619636418977,91.84358193219722,25.525186,91.867201
4443,3,0,246,95,282,173,0.0,106,182,157,25.0,36,15,87,664,26.19229040350968,91.75127677536251,28.624814,77.21377
2227,5,0,347,62,358,319,0.0,32,81,288,910.0,32,9,116,77,23.5159,72.077925,28.107206,76.82671
5824,25,0,1377,65,287,36,1.0,127,233,34,75.0,34,15,40,1013,16.560192249175344,80.79229309159955,17.235460173235783,78.4271247252794
131,3,0,1469,4,142,355,0.0,41,53,323,2230.0,29,18,218,740,12.722686,77.676518,28.373519,76.835337
2885,3,0,642,14,323,290,0.0,100,100,262,725.0,13,11,171,77,19.731725,73.812498,17.389673,78.478036
4066,3,0,973,20,119,189,0.0,129,167,171,148.0,36,15,35,66,23.67348,86.129379,23.250966,85.241196
2696,10,0,567,46,246,316,1.0,44,97,284,215.0,40,25,152,77,12.671093,77.779537,12.683589,77.859239
1586,3,0,1009,56,339,342,1.0,29,13,311,2425.0,32,7,192,274,28.373519,76.835337,12.786517,79.975221
4828,3,0,1006,104,275,137,0.0,127,135,122,601.0,29,15,26,405,16.560192249175344,80.79229309159955,26.759452,84.45927
1850,3,0,1384,101,31,331,0.0,17,33,302,2090.0,29,13,218,77,12.849818,79.913634,27.544025,81.636387
3668,3,0,1462,113,318,206,0.0,111,298,187,160.0,34,15,95,689,28.658633,77.438643,29.660051,77.724463
2036,3,0,1464,100,380,324,1.0,109,359,295,283.0,34,15,185,77,26.449106,80.220977,26.474474,82.46986
4095,3,0,1382,65,182,193,0.0,151,364,176,70.0,34,15,178,763,17.46628393767336,78.21574685358303,17.580422,78.207737
5087,3,0,553,82,36,155,0.0,153,237,140,40.0,34,15,27,466,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
1971,3,0,226,98,319,323,0.0,23,89,295,1626.0,32,24,137,77,13.017016,79.481638,22.105618,73.152148
2089,3,0,122,27,202,289,0.0,40,41,263,2054.0,16,28,172,229,13.755692,77.49314,28.463698,77.333878
3751,3,0,1547,130,164,205,0.0,113,217,186,51.0,35,15,26,77,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
5016,3,0,252,95,282,132,0.0,106,182,119,25.0,34,15,78,648,26.19229040350968,91.75127677536251,28.624814,77.21377
5025,3,0,236,95,282,132,0.0,106,182,119,25.0,34,15,78,273,26.19229040350968,91.75127677536251,28.624814,77.21377
1843,8,0,1314,75,174,331,0.0,10,87,302,1895.0,29,7,117,299,12.767195,80.064668,22.961777,72.094219
4271,3,0,70,47,11,186,0.0,127,201,169,72.0,34,15,54,24,16.560192249175344,80.79229309159955,16.449872,80.532732
3684,3,0,1260,73,350,212,0.0,127,219,194,90.0,34,15,18,77,16.560192249175344,80.79229309159955,12.995898,80.173557
2456,11,0,1220,106,334,315,0.0,21,380,284,1199.0,29,2,125,856,12.425747,79.880083,18.750621,73.87719
5702,12,0,1233,73,348,64,0.0,107,234,60,65.5,34,15,60,513,13.167655,80.271159,13.530852,79.996451
2773,10,0,567,46,246,311,1.0,44,97,280,215.0,40,25,152,77,12.671093,77.779537,12.683589,77.859239
4181,3,0,266,77,338,118,0.0,149,205,107,56.0,34,15,93,1012,28.463698,77.333878,28.367355,76.985908
6868,10,0,591,82,267,0,0.0,127,186,0,41.0,34,15,27,437,16.560192249175344,80.79229309159955,13.196312912801169,77.70815692568873
4418,3,0,587,111,266,173,0.0,112,280,157,17.0,34,15,27,56,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463
1234,3,0,678,125,246,348,1.0,102,97,317,980.0,14,25,80,77,18.750621,73.87719,12.683589,77.859239
5866,10,0,538,111,8,6,1.0,112,237,6,47.0,34,15,27,660,13.007503209603689,77.66509885593489,13.199089183304451,77.70855423495904
1946,3,0,932,20,322,330,1.0,129,244,301,275.0,34,15,35,217,23.67348,86.129379,24.425289915341807,86.92592012115155
4878,3,0,797,61,191,158,0.0,127,116,143,35.0,34,15,64,806,16.560192249175344,80.79229309159955,19.230592,72.866317
3954,3,0,1424,113,72,172,0.0,111,173,156,33.0,34,15,95,77,28.658633,77.438643,28.312707,77.692391
1488,3,0,292,54,142,325,0.0,19,53,294,2300.0,30,16,159,77,13.087428,80.184717,28.373519,76.835337
2416,3,0,939,104,275,311,1.0,127,135,280,601.0,36,15,26,77,16.560192249175344,80.79229309159955,26.759452,84.45927
5590,12,0,845,61,376,91,0.0,127,166,82,25.0,34,15,74,578,16.560192249175344,80.79229309159955,18.874262,72.957868
4442,3,0,256,95,282,174,0.0,106,182,158,25.0,34,15,78,688,26.19229040350968,91.75127677536251,28.624814,77.21377
4846,3,0,1419,113,251,119,0.0,147,270,108,59.0,34,15,95,806,28.658633,77.438643,28.553908,77.090981
4616,3,0,1381,65,368,165,0.0,127,281,150,65.0,34,15,77,56,16.560192249175344,80.79229309159955,17.556417,78.099421
1469,3,0,491,125,265,337,0.0,97,60,306,1400.0,32,6,137,68,18.750621,73.87719,28.30904,76.969455
1511,5,0,385,101,30,334,0.0,17,34,305,2254.0,29,13,116,77,12.849818,79.913634,28.695755,76.913887
2097,22,0,1282,108,334,332,1.0,16,397,301,1200.0,29,5,164,785,12.930429,79.931163,18.750621,73.87719
1314,3,0,581,4,143,333,0.0,41,115,305,1791.0,9,18,218,77,12.722686,77.676518,21.820724,84.731556
2465,3,0,1038,68,128,256,0.0,106,268,232,451.0,34,15,38,364,26.19229040350968,91.75127677536251,27.479065,94.961065
3970,3,0,149,23,235,144,0.0,133,246,130,25.0,34,15,92,998,22.917969,72.413979,22.926025,72.484986
5542,10,0,618,82,36,104,0.0,153,237,94,40.0,34,15,27,56,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
3934,3,0,1432,113,318,201,0.0,111,298,183,160.0,34,15,95,77,28.658633,77.438643,29.660051,77.724463
2314,5,0,341,64,142,320,0.0,35,53,289,900.0,29,7,116,802,22.961777,72.094219,28.373519,76.835337
4799,3,0,52,36,297,157,0.0,70,141,141,347.55,21,15,75,319,16.546114,80.454207,17.464871,82.929988
4960,3,0,137,124,388,105,0.0,134,152,95,25.0,34,15,33,99,23.18918,72.552278,23.042185,72.697893
3578,3,0,584,111,1,226,0.0,112,279,204,13.1,34,15,27,77,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
4674,3,0,509,32,338,161,0.0,106,205,145,68.0,34,15,88,364,26.19229040350968,91.75127677536251,28.367355,76.985908
108,3,0,700,125,280,364,1.0,102,16,331,1290.0,32,5,162,914,18.750621,73.87719,12.930429,79.931163
5211,3,0,1475,130,107,145,0.0,141,287,130,210.0,34,15,26,578,22.718758976165876,88.27503623135681,23.081873,87.03741
3952,3,0,1414,113,318,201,0.0,111,298,183,160.0,34,15,95,631,28.658633,77.438643,29.660051,77.724463
1703,3,0,397,4,183,278,0.0,41,32,253,2648.0,9,18,1,77,12.722686,77.676518,31.643543,74.909185
1917,22,0,1273,125,280,332,0.0,102,16,301,1290.0,29,5,164,299,18.750621,73.87719,12.930429,79.931163
1562,3,0,1245,4,284,331,0.0,41,392,303,879.0,9,18,22,77,12.722686,77.676518,18.5587833,73.7770411
4050,3,0,1040,43,122,103,0.0,142,215,93,30.0,36,15,41,790,20.606146,85.981534,20.739741724979798,86.11676944223885
3631,3,0,903,89,278,115,0.0,143,138,105,109.0,36,15,38,631,26.159427,91.861101,25.525186,91.867201
5784,25,0,1097,116,94,47,0.0,120,249,43,30.0,36,15,45,622,22.231627645808018,84.86986841751269,22.223080894364767,84.66622116237794
2562,5,0,375,56,280,301,0.0,29,16,271,2400.0,29,5,116,446,28.373519,76.835337,12.930429,79.931163
2557,2,0,1212,125,280,314,0.0,102,16,283,1290.0,29,5,128,77,18.750621,73.87719,12.930429,79.931163
3425,3,0,102,58,11,232,0.0,126,232,207,750.0,34,15,26,133,21.178079,81.38943,16.449872,80.532732
4406,3,0,191,23,291,177,0.0,127,130,160,25.0,34,15,92,764,16.560192249175344,80.79229309159955,23.096378,72.578155
5153,3,0,1191,73,302,136,0.0,127,377,122,177.0,34,15,60,764,16.560192249175344,80.79229309159955,11.986938,79.773631
5898,10,0,590,82,8,5,1.0,127,256,5,49.0,34,15,27,971,16.560192249175344,80.79229309159955,12.722686,77.676518
4198,3,0,1016,20,119,185,0.0,129,258,167,148.0,36,15,35,943,23.67348,86.129379,23.250966,85.241196
5395,3,0,537,82,36,131,0.0,153,237,118,40.0,34,15,27,806,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
5664,12,0,66,65,368,71,0.0,127,281,66,26.0,34,15,56,961,16.560192249175344,80.79229309159955,17.556417,78.099421
5012,3,0,239,134,224,114,0.0,148,191,103,34.0,34,15,78,351,28.215147,77.212834,28.599399,77.02766
3606,3,0,1196,73,360,219,0.0,127,219,198,90.0,34,15,60,1011,16.560192249175344,80.79229309159955,12.829465,80.209822
2236,11,0,1220,125,280,325,0.0,102,16,294,1290.0,29,5,125,274,18.750621,73.87719,12.930429,79.931163
4707,3,0,507,32,89,160,0.0,106,172,145,25.0,34,15,88,364,26.19229040350968,91.75127677536251,28.192852,77.249137
2250,3,0,516,125,158,323,0.0,97,38,292,1775.0,14,6,195,786,18.750621,73.87719,31.387859,76.762507
2042,4,0,502,140,379,325,0.0,8,80,297,1855.0,32,22,193,674,9.973636,78.281783,22.454617,73.453378
2259,5,0,339,64,142,322,0.0,35,53,291,900.0,29,7,116,818,22.961777,72.094219,28.373519,76.835337
5750,12,0,553,82,343,59,0.0,127,279,55,24.7,34,15,27,841,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
2744,3,0,1045,118,122,309,1.0,120,215,274,339.0,34,15,41,40,22.231627645808018,84.86986841751269,20.739741724979798,86.11676944223885
2327,11,0,1225,125,138,322,1.0,94,18,291,1300.0,29,2,125,77,18.750621,73.87719,13.087428,80.184717
5695,12,0,222,124,14,64,0.0,134,246,60,210.0,36,15,26,902,23.18918,72.552278,21.724939,72.886993
94,3,0,1008,128,147,360,0.0,13,55,328,2455.0,32,7,192,322,12.786517,79.975221,28.635325,76.693244
4423,3,0,596,111,266,173,0.0,112,280,157,17.0,34,15,27,56,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463
3345,3,0,16,65,182,237,0.0,127,139,214,70.0,36,15,53,77,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
4787,3,0,814,61,325,162,0.0,116,188,147,35.0,34,15,73,428,19.031831,73.105454,18.998875,72.854548
3359,3,0,960,52,128,235,0.0,106,268,210,451.0,34,15,38,299,26.19229040350968,91.75127677536251,27.479065,94.961065
3206,3,0,239,95,224,200,0.0,106,191,183,34.0,34,15,78,77,26.19229040350968,91.75127677536251,28.599399,77.02766
4640,3,0,828,61,376,144,0.0,127,338,130,25.0,34,15,76,364,16.560192249175344,80.79229309159955,18.874262,72.957868
2134,3,0,324,64,280,278,0.0,35,29,251,1480.0,29,7,159,238,22.961777,72.094219,12.930429,79.931163
994,11,0,1222,30,280,344,0.0,101,16,321,1020.0,29,21,125,77,17.638373,74.065262,12.930429,79.931163
3137,3,0,1379,65,182,282,1.0,127,324,255,70.0,34,15,77,72,16.560192249175344,80.79229309159955,17.580422,78.207737
3691,3,0,199,124,14,207,0.0,134,246,188,210.0,34,15,218,77,23.18918,72.552278,21.724939,72.886993
3875,3,0,994,20,256,196,0.0,129,167,178,148.0,36,15,35,58,23.67348,86.129379,23.530626,85.458186
4018,3,0,254,95,6,194,0.0,110,191,177,34.0,34,15,78,24,28.542809,77.280521,28.578231,77.04961
2588,3,0,287,41,142,339,1.0,15,53,308,2700.0,29,16,159,77,11.874962,79.714747,28.373519,76.835337
4889,3,0,586,82,36,131,0.0,153,237,118,40.0,34,15,27,770,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
2295,3,0,1073,43,122,255,0.0,127,215,232,30.0,34,15,41,77,16.560192249175344,80.79229309159955,20.739741724979798,86.11676944223885
4134,3,0,570,111,266,184,0.0,112,280,167,17.0,34,15,27,93,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463
2577,5,0,384,64,142,307,0.0,35,53,277,900.0,32,7,116,274,22.961777,72.094219,28.373519,76.835337
3850,3,0,1405,113,66,162,0.0,127,125,147,47.0,34,15,95,1012,16.560192249175344,80.79229309159955,28.4272,77.206024
2025,3,0,1268,4,166,326,0.0,41,30,299,323.0,9,18,218,229,12.722686,77.676518,11.11456,76.994137
3798,3,0,258,95,251,204,0.0,106,269,186,25.0,34,15,78,587,26.19229040350968,91.75127677536251,28.553908,77.090981
5082,3,0,223,124,388,105,0.0,134,152,95,25.0,34,15,33,620,23.18918,72.552278,23.042185,72.697893
4745,3,0,585,82,266,146,0.0,127,280,131,35.9,22,15,27,398,16.560192249175344,80.79229309159955,13.01693928244564,77.76302640284463
1038,3,0,298,56,339,350,1.0,29,13,321,2425.0,32,7,159,58,28.373519,76.835337,12.786517,79.975221
4491,3,0,1523,130,240,165,0.0,113,187,150,30.0,36,15,26,14,23.52526791608896,87.26442434857088,22.593220982761597,88.47223261629908
2878,11,0,1228,125,280,300,1.0,102,16,270,1290.0,29,5,125,684,18.750621,73.87719,12.930429,79.931163
2208,3,0,290,56,339,327,1.0,29,13,296,2425.0,29,7,159,285,28.373519,76.835337,12.786517,79.975221
2772,8,0,1314,128,174,307,0.0,12,87,276,1900.0,29,7,117,77,12.786517,79.975221,22.961777,72.094219
1630,22,0,173,62,344,338,0.0,32,82,311,26.0,15,9,213,77,23.5159,72.077925,23.338649,71.975699
1300,3,0,580,4,363,344,0.0,41,107,316,667.0,9,18,218,657,12.722686,77.676518,17.603892,78.629944
381,11,0,1226,54,334,360,1.0,19,397,328,1199.0,29,16,125,1012,13.087428,80.184717,18.750621,73.87719
1632,3,0,170,75,174,338,0.0,10,87,309,1895.0,29,7,218,751,12.767195,80.064668,22.961777,72.094219
933,3,0,161,128,142,350,0.0,12,53,320,2240.0,32,7,153,824,12.786517,79.975221,28.373519,76.835337
4985,3,0,507,32,132,138,0.0,106,175,125,45.0,34,15,88,313,26.19229040350968,91.75127677536251,28.261404,77.033418
1557,3,0,1388,46,277,336,0.0,44,64,305,2600.0,29,25,136,77,12.671093,77.779537,31.045961,76.664373
5407,3,0,40,92,11,128,0.0,103,201,115,72.0,34,15,77,668,16.500876,80.760239,16.449872,80.532732
3446,3,0,911,20,125,235,0.0,129,260,211,103.0,34,15,35,77,23.67348,86.129379,23.998917,85.365551
5724,12,0,167,124,331,62,0.0,134,246,58,210.0,36,15,26,478,23.18918,72.552278,23.18918,72.552278
5338,10,0,539,111,1,135,0.0,154,279,122,13.1,34,15,27,5,13.008064025820861,77.66475541769924,12.843107191355518,77.5942828776749
5512,3,0,1347,73,271,112,0.0,157,157,101,750.0,36,15,60,216,13.167655,80.271159,8.173182,77.665066
5713,12,0,537,82,8,64,0.0,127,257,59,49.0,34,15,27,490,16.560192249175344,80.79229309159955,13.06890184023571,77.59065573880662
3666,3,0,130,61,191,212,0.0,127,116,194,35.0,34,15,76,11,16.560192249175344,80.79229309159955,19.230592,72.866317
1106,0,0,1027,56,174,349,0.0,29,87,318,1000.0,29,7,104,698,28.373519,76.835337,22.961777,72.094219
4995,3,0,512,32,338,133,0.0,106,205,120,68.0,34,15,88,354,26.19229040350968,91.75127677536251,28.367355,76.985908
1849,3,0,1252,87,154,336,1.0,27,11,305,530.0,2,0,118,77,11.154594,76.922532,13.187219,80.307731
4768,3,0,593,111,1,144,0.0,112,279,130,13.1,34,15,27,74,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
1735,3,0,423,125,342,335,0.0,97,50,307,1178.0,32,6,132,77,18.750621,73.87719,27.236458,75.91729
3411,3,0,577,111,1,233,0.0,112,279,210,13.1,36,15,26,414,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
3545,3,0,972,20,256,213,0.0,129,288,194,148.0,34,15,35,781,23.67348,86.129379,23.530626,85.458186
4319,3,0,212,23,388,174,0.0,127,152,158,25.0,34,15,92,364,16.560192249175344,80.79229309159955,23.042185,72.697893
3390,3,0,1190,73,115,233,0.0,127,227,210,100.0,34,15,60,140,16.560192249175344,80.79229309159955,13.202214,80.131693
4810,3,0,594,111,36,108,0.0,154,237,98,31.0,34,15,27,347,13.008064025820861,77.66475541769924,13.199089183304451,77.70855423495904
101,3,0,1336,46,138,363,1.0,44,19,331,310.0,0,16,107,336,12.671093,77.779537,13.087428,80.184717
3830,3,0,1525,67,107,202,0.0,106,287,184,209.0,36,15,37,77,26.19229040350968,91.75127677536251,23.081873,87.03741
4199,3,0,139,23,273,186,0.0,127,292,168,115.0,34,15,92,77,16.560192249175344,80.79229309159955,22.445263,73.146762
840,5,0,337,56,174,354,1.0,29,87,321,1000.0,29,7,116,271,28.373519,76.835337,22.961777,72.094219
5432,3,0,218,124,388,123,0.0,134,152,110,25.0,34,15,218,908,23.18918,72.552278,23.042185,72.697893
4621,3,0,1375,65,182,151,0.0,151,364,136,70.0,34,15,77,56,17.46628393767336,78.21574685358303,17.580422,78.207737
1503,22,0,172,62,344,343,0.0,32,82,316,26.0,15,9,213,77,23.5159,72.077925,23.338649,71.975699
2023,5,0,361,41,142,330,0.0,15,53,299,2700.0,29,16,116,608,11.874962,79.714747,28.373519,76.835337
3676,3,0,955,20,94,217,1.0,129,249,197,293.0,36,15,35,35,23.67348,86.129379,22.223080894364767,84.66622116237794
2919,3,0,753,125,265,292,0.0,97,42,263,1400.0,32,6,191,511,18.750621,73.87719,28.30904,76.969455
3501,3,0,948,20,119,106,0.0,140,167,95,148.0,34,15,35,77,23.67348,86.129379,23.250966,85.241196
2325,3,0,157,56,174,323,1.0,29,87,292,1000.0,32,7,206,77,28.373519,76.835337,22.961777,72.094219
4402,3,0,1084,43,122,139,0.0,142,215,126,30.0,36,15,41,764,20.606146,85.981534,20.739741724979798,86.11676944223885
3132,3,0,108,15,125,189,0.0,123,260,171,632.0,27,15,26,77,21.581377,81.945298,23.998917,85.365551
1871,22,0,1352,125,280,335,1.0,102,16,304,1290.0,29,5,105,77,18.750621,73.87719,12.930429,79.931163
1806,3,0,326,106,28,295,0.0,21,37,266,2400.0,30,2,159,290,12.425747,79.880083,30.000345,76.732209
2993,21,0,299,75,147,283,0.0,13,55,255,2455.0,32,7,159,270,12.767195,80.064668,28.635325,76.693244
3149,3,0,903,68,128,256,0.0,106,268,232,451.0,36,15,38,569,26.19229040350968,91.75127677536251,27.479065,94.961065
5270,3,0,650,135,272,136,0.0,156,213,123,25.0,34,15,99,76,10.082622,76.349257,9.960616772167535,76.28550773846042
3338,3,0,1424,113,151,237,0.0,111,239,214,66.0,34,15,95,918,28.658633,77.438643,28.430237,77.859596
4759,3,0,56,133,269,160,0.0,93,374,142,807.45,19,15,75,74,16.996676,78.679584,13.10158,80.257223
843,2,0,1243,46,154,355,1.0,44,11,323,365.0,1,0,128,132,12.671093,77.779537,13.187219,80.307731
2292,11,0,1228,125,280,325,1.0,102,16,294,1290.0,29,5,125,536,18.750621,73.87719,12.930429,79.931163
2350,3,0,1539,67,204,295,1.0,106,285,267,186.0,35,15,38,636,26.19229040350968,91.75127677536251,23.552766,87.147277
3652,3,0,6,47,297,216,0.0,127,184,197,297.0,34,15,54,702,16.560192249175344,80.79229309159955,17.464871,82.929988
1761,3,0,425,56,280,341,1.0,29,16,310,2400.0,30,5,192,77,28.373519,76.835337,12.930429,79.931163
5106,3,0,280,77,132,116,0.0,149,175,106,36.0,34,15,88,465,28.463698,77.333878,28.261404,77.033418
4598,3,0,1370,65,182,166,0.0,127,364,151,70.0,36,15,77,764,16.560192249175344,80.79229309159955,17.580422,78.207737
3772,3,0,1354,73,361,176,0.0,127,121,157,740.0,34,15,60,836,16.560192249175344,80.79229309159955,8.495103,76.950159
2512,3,0,295,41,142,305,0.0,15,53,275,2700.0,29,16,159,285,11.874962,79.714747,28.373519,76.835337
5394,12,0,1187,82,36,130,0.0,153,237,117,40.0,34,15,28,806,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
1665,3,0,882,67,107,333,0.0,106,287,305,214.0,36,15,37,81,26.19229040350968,91.75127677536251,23.081873,87.03741
4189,3,0,44,47,11,186,0.0,127,201,169,72.0,34,15,54,77,16.560192249175344,80.79229309159955,16.449872,80.532732
2205,5,0,360,56,339,326,1.0,29,13,295,2425.0,29,7,116,1012,28.373519,76.835337,12.786517,79.975221
5416,3,0,561,82,343,97,0.0,153,279,88,24.4,34,15,28,750,12.992699792116747,77.80384141110859,12.843107191355518,77.5942828776749
1695,3,0,748,110,334,340,1.0,24,397,309,1200.0,11,4,121,77,13.165101,80.204244,18.750621,73.87719
1845,5,0,353,56,339,335,0.0,29,13,304,2425.0,29,7,116,285,28.373519,76.835337,12.786517,79.975221
4263,3,0,254,95,66,111,0.0,106,125,101,25.0,34,15,78,602,26.19229040350968,91.75127677536251,28.4272,77.206024
77,17,0,420,56,280,362,1.0,29,16,329,2400.0,30,5,192,598,28.373519,76.835337,12.930429,79.931163
2533,3,0,275,41,142,313,0.0,15,53,282,2700.0,29,16,159,77,11.874962,79.714747,28.373519,76.835337
2571,5,0,373,56,174,304,0.0,29,87,274,1000.0,32,7,116,702,28.373519,76.835337,22.961777,72.094219
1326,3,0,1202,101,263,344,0.0,17,100,316,706.0,29,13,150,684,12.849818,79.913634,17.5314,78.265
4998,3,0,512,32,134,138,0.0,106,226,125,25.0,34,15,88,352,26.19229040350968,91.75127677536251,28.413766,77.30103
4604,3,0,1420,113,151,170,0.0,111,216,154,66.0,34,15,95,764,28.658633,77.438643,28.430237,77.859596
4144,3,0,199,124,273,186,0.0,114,292,168,115.0,34,15,92,456,23.18918,72.552278,22.445263,73.146762
4882,3,0,612,82,266,145,0.0,127,280,130,35.9,34,15,26,280,16.560192249175344,80.79229309159955,13.01693928244564,77.76302640284463
4692,3,0,1194,73,302,136,0.0,127,377,122,177.0,34,15,60,252,16.560192249175344,80.79229309159955,11.986938,79.773631
1530,5,0,353,128,142,341,0.0,12,53,310,2240.0,29,7,116,77,12.786517,79.975221,28.373519,76.835337
4606,3,0,635,82,167,165,0.0,127,200,150,44.0,35,15,26,764,16.560192249175344,80.79229309159955,12.73017358940589,77.95620203691567
2493,3,0,1168,125,342,312,0.0,97,50,281,1175.0,14,6,191,77,18.750621,73.87719,27.236458,75.91729
4949,3,0,1233,73,348,92,0.0,107,234,83,67.4,34,15,60,326,13.167655,80.271159,13.530852,79.996451
5228,3,0,1416,113,318,146,0.0,150,272,131,160.0,34,15,95,578,28.658633,77.438643,29.660051,77.724463
1854,22,0,1358,108,378,335,0.0,16,385,304,1290.0,29,5,105,77,12.930429,79.931163,18.944046,74.511172
3408,3,0,632,111,1,233,0.0,112,279,210,13.1,36,15,26,77,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
1938,3,0,948,20,119,326,1.0,129,274,298,148.0,34,15,35,77,23.67348,86.129379,23.250966,85.241196
2175,3,0,1268,4,13,324,0.0,41,8,297,403.0,9,18,218,77,12.722686,77.676518,10.284598,78.985381
2583,11,0,1219,54,334,308,0.0,19,397,278,1199.0,29,16,125,77,13.087428,80.184717,18.750621,73.87719
2981,15,0,1140,125,339,291,1.0,102,13,262,1325.0,29,7,138,77,18.750621,73.87719,12.786517,79.975221
2158,5,0,343,64,142,328,1.0,35,53,297,900.0,32,7,115,77,22.961777,72.094219,28.373519,76.835337
5540,12,0,82,0,136,104,0.0,57,290,93,578.55,19,15,67,56,16.510615,81.75956,15.067329,78.088013
2969,3,0,108,15,125,290,1.0,123,260,261,632.0,27,15,75,77,21.581377,81.945298,23.998917,85.365551
4529,3,0,587,82,8,166,0.0,127,159,151,49.0,34,15,27,364,16.560192249175344,80.79229309159955,12.777874729699617,77.64227553734709
977,3,0,1124,64,339,349,0.0,36,13,320,1900.0,32,7,135,655,22.961777,72.094219,12.786517,79.975221
4994,3,0,512,32,338,133,0.0,106,205,120,68.0,34,15,88,352,26.19229040350968,91.75127677536251,28.367355,76.985908
